,Source,Text,Category,Date,Explanation,Label
156,Pete Buttigieg,"""The president had to confess in writing, in court to illegally diverting charitable contributions that were supposed to go to veterans.""",National,"Thursday, November 21st, 2019",Veterans got the money,False
157,Facebook posts,"Says President Donald Trump ""fired Lt. Col. Vindman because he testified agaisnt (sic) him and corroborated the Whistleblowers (sic) testimony.""",Facebook fact-checks,"Thursday, November 21st, 2019",Still on the NSC,False
158,Amy Klobuchar,"""Over 70% of the people support Roe v. Wade. Over 90% of the people support funding for Planned Parenthood and making sure women can get the health care they need.""",Health Check,"Thursday, November 21st, 2019",Some of the numbers she cites appear high.,Half-True
159,Mike Pence,"""Since President (Donald Trump’s) election, 36,000 jobs have been created in WI.""",Wisconsin,"Thursday, November 21st, 2019",The tricky part is how much credit Trump deserves,Mostly True
160,Mark Meadows,"Says ""President Obama fired every Bush appointed ambassador upon his election.""",North Carolina,"Thursday, November 21st, 2019",Obama didn't fire them,Mostly False
161,Viral image,"Says a photo shows CNN chyrons that read, ""Democrats ask, ‘Why even have a Second Amendment?'"" and ""CNN Exclusive: China cracks down on pro democracy demonstrators.""",Facebook fact-checks,"Wednesday, November 20th, 2019",Breaking news: This is fake,False
162,Joe Biden,"""160 million people like their private insurance.""",Health Check,"Wednesday, November 20th, 2019",Context really matters,Half-True
163,Facebook posts,"Says Nancy Pelosi said, ""It is dangerous to let the voters decide Trump’s fate.""",Facebook fact-checks,"Wednesday, November 20th, 2019",Distorted paraphrasing,False
164,Kamala Harris,"""In America, there is a father who is holding down two jobs and paying more taxes than the richest 400 families in America.""",National,"Wednesday, November 20th, 2019",Misquotes a contested study by prominent economists,Mostly False
165,Viral image,"Says Chris Wallace tweeted to Donald Trump, ""You’re a fraud. A charlatan. A thug. A loser. A trust fund baby.""",Facebook fact-checks,"Wednesday, November 20th, 2019",The tweet is fabricated,Pants on Fire!
166,Viral image,"Says a photo of a tortured man is U.S. diplomat Chris Stevens, who was killed in the 2012 Benghazi attack.",Facebook fact-checks,"Wednesday, November 20th, 2019",Photo dates back to at least 2008,Pants on Fire!
167,Viral image,Says a photo shows a pack of wolves walking in a single line in the snow being led by the sick.,Facebook fact-checks,"Wednesday, November 20th, 2019",Miscaptioned,False
168,David Lewis,"Says Governor Cooper has vetoed ""every single teacher pay raise we've ever passed.""",North Carolina,"Tuesday, November 19th, 2019",Cooper sought even higher pay,Half-True
169,Donald Trump,"""They never thought ... that I was going to release that call and I really had no choice because Adam Schiff made up a call.""",National,"Tuesday, November 19th, 2019",This statement is made up,False
170,Donald Trump,"""Nancy Pelosi, Adam Schiff, and the rest of the corrupt Democrats made a promise to their crazy left-wing base that they would impeach me even BEFORE I took office.""",National,"Tuesday, November 19th, 2019","Pelosi, Schiff resisted calls for impeachment",False
171,Todd Starnes,"The Austin Independent School District board voted to mandate ""a pornographic sex education policy that includes instruction on anal sex and how to place a condom on an erect penis.""",Texas,"Tuesday, November 19th, 2019",Condom use is included,Mostly False
172,Richard Ojeda,"""One in eight American adults, or 12.7 percent of the U.S population, now meets diagnostic criteria for alcohol use disorder.""",West Virginia,"Tuesday, November 19th, 2019",According to one study; another differs,Half-True
173,Rob Wittman,"""There’s actually been more subpoenas issued by the (U.S. House) majority than bills passed.""",Virginia,"Tuesday, November 19th, 2019",Says he misspoke,False
174,Facebook posts,Says Steph Curry decided to split with Nike because the company wouldn’t allow him to write Bible scriptures in his shoes.,Facebook fact-checks,"Monday, November 18th, 2019",Not the reason,False
175,David McKinley,"""$53 million a week is coming across the border in drugs.""",West Virginia,"Monday, November 18th, 2019",That's in the ballpark,Mostly True
176,Brian Treece,"Columbia, Mo., is ""one of the fastest growing cities in the region, the only city in the state to grow jobs faster than the nation as a whole.""",Missouri,"Saturday, November 16th, 2019",Comparisons don't check out,Mostly False
177,Nicole Galloway,"""Missouri has one of the highest rates of uninsured children in the country.""",Missouri,"Saturday, November 16th, 2019",Not the whole story,Half-True
178,Donald Trump,"""Everywhere Marie Yovanovitch went turned bad,"" including Somalia and Ukraine.",National,"Friday, November 15th, 2019",Say what?,Pants on Fire!
179,Tucker Carlson,"Says Marie Yovanovitch was ""dishonest"" when she claimed under oath that she never personally responded to an email from a Democratic staffer. But ""in fact, it turns out that she did respond.""",National,"Friday, November 15th, 2019",She didn't say that she didn't respond,False
180,Facebook posts,"Says four Republican representatives ""voted to impeach President Donald Trump.""",Facebook fact-checks,"Friday, November 15th, 2019",Haven't voted on impeachment itself,False
181,Facebook posts,"Says ""Russia donated 0$ to Donald Trump. Russia donated 145.000.000$ to the Clinton Foundation.""",Facebook fact-checks,"Friday, November 15th, 2019",It's a conspiracy theory,False
182,Facebook posts,"Says Democrats ""spent $40,000,000 of YOUR tax dollars trying to impeach Trump.""",Facebook fact-checks,"Friday, November 15th, 2019",Probably far less,False
183,Facebook posts,Says a zip tie attached a car is a sex trafficking tactic to mark women as a target and abduct them.,Facebook fact-checks,"Friday, November 15th, 2019",A common trafficking hoax,False
184,Sid Miller,"""Confederate veterans were conferred with many of the same benefits of other United States military veterans by Acts of Congress back in 1929 and 1957.""",Texas,"Friday, November 15th, 2019",No one was alive to receive them,Mostly True
185,Kay Hoflander,"""All signs seem to point to Hillary (Clinton) laying the groundwork to run for president again.""",Missouri,"Friday, November 15th, 2019",No sign it's happening,False
186,William Taylor,"""The Russians are violating all of the rules, treaties, understandings that they committed to that actually kept the peace in Europe for nearly 70 years.""",National,"Thursday, November 14th, 2019","'All' goes too far, but many violations",Mostly True
187,Donald Trump,"""Many of the people in DACA, no longer very young, are far from ‘angels.’ Some are very tough, hardened criminals.""",National,"Thursday, November 14th, 2019","Not eligible: immigrants convicted of felonies, significant misdemeanors",False
188,Viral image,"Says photos show the Trump-Ukraine whistleblower with Chuck Schumer, Elizabeth Warren, Nancy Pelosi and Hillary Clinton.",Facebook fact-checks,"Thursday, November 14th, 2019",THIS IS ALEXANDER SOROS,Pants on Fire!
189,Facebook posts,"Says President Trump donated his ""second quarter salary to rebuild military cemeteries"" and that the media ignored it and every other story of him donating his salary as POTUS.",Facebook fact-checks,"Thursday, November 14th, 2019",Donations covered,False
190,Facebook posts,Says television host Steve Harvey authored a pro-Trump rant about raccoons and exterminators.,Facebook fact-checks,"Thursday, November 14th, 2019",Wrong Steve Harvey,False
191,Donald Trump,"Says William Taylor and George Kent, the public witnesses in the House impeachment inquiry, are ""Never Trumpers.""",National,"Wednesday, November 13th, 2019",A claim without evidence,False
192,Facebook posts,"""Did you know? Dentists are the only physicians that believe you can get away with leaving dead tissue in the body. One root canal tooth can shut down 63% of your immune system.""",Facebook fact-checks,"Wednesday, November 13th, 2019",Not ‘rooted’ in science,False
193,Committee to Defend the President,"Says Obama said black people have the ""worst jobs, the worst housing"" and face rampant police brutality, ""but when so-called black committeemen came around election time we’d all line up and vote the straight Democratic ticket, sell our souls for a Christmas turkey.""",National,"Tuesday, November 12th, 2019",Obama’s chat with a barber,Pants on Fire!
194,Facebook posts,Photos show the whistleblower with Nancy Pelosi and Hillary Clinton.,Facebook fact-checks,"Tuesday, November 12th, 2019",This is George Soros's son,False
195,Viral image,"A photo of ""Obama’s White House staff"" shows the alleged Ukraine whistleblower.",Facebook fact-checks,"Tuesday, November 12th, 2019",This Obama staffer left government in 2017,False
196,Elizabeth Warren,"""If we make no changes over the next 10 years, Americans will reach into their pockets and pay out about $11 trillion on insurance premiums, copays, deductibles and uncovered medical expenses.""",Health Check,"Tuesday, November 12th, 2019","Big picture remains hazy, but these numbers add up.",True
197,Facebook posts,Says a Craigslist ad offered to pay actors to be Trump supporters for a rally.,Facebook fact-checks,"Monday, November 11th, 2019","Not the first phony ad, either",False
198,Facebook posts,"Says House Democrats passed impeachment rules that ""do not allow any witness to be called unless the witness is approved by Adam Schiff,"" ""do not allow involvement of the President’s legal counsel"" and ""do not allow any witness to be questioned unless the question is approved by Adam Schiff.""",Facebook fact-checks,"Monday, November 11th, 2019",Post skews Schiff's role,Mostly False
199,Rand Paul,"President Donald Trump's phone call with the Ukrainian president ""sounds exactly like what Joe Biden did.""",National,"Monday, November 11th, 2019",False equivalence,False
200,Donald Trump Jr.,"""It’s only a federal crime for the"" inspector general to out a whistleblower.",National,"Monday, November 11th, 2019",It's the clearest legal barrier,Mostly True
201,Viral image,"""449,000 Californians turned down jury duty because they were not citizens… but they were registered voters.""",Facebook fact-checks,"Monday, November 11th, 2019","Noncitizens are summoned for jury duty, though",False
202,Facebook posts,"Says people shouldn’t make birthday donations on Facebook because the organization can claim the donation as a tax write-off, and only has to deliver 15% of the donation to the charity organization.",Facebook fact-checks,"Monday, November 11th, 2019","Define ""charity broker""",False
203,Cindi Castilla,"Texas lawmakers ""left children able to be sterilized and mutilated at any point in their life"" by failing to adopt a law prohibiting minors from undergoing medical or surgical gender transitions.",Texas,"Monday, November 11th, 2019",Language is important,Mostly False
